,s,TimeStep,Dry_Bulb_Temperature,cool_load,dt,heat_load,tg,period_weight
0,1,1,4.34,0.0,1,3.1171197315373376,5.650137767246705,12
1,1,2,4.120000000000001,0.0,1,3.1548508935497,5.655760441379182,12
2,1,3,3.899999999999999,0.0,1,3.194513917481731,5.661555455384661,12
3,1,4,3.5899999999999985,0.0,1,3.2487009019362114,5.667360440753618,12
4,1,5,3.5099999999999993,0.0,1,3.2726731337599517,5.673333937965281,12
5,1,6,3.3800000000000012,0.0,1,3.3031769729077247,5.6794725478456725,12
6,1,7,3.259999999999999,0.0,1,3.332352794293234,5.685637431987837,12
7,1,8,3.4000000000000004,0.0,1,3.3244035476394056,5.69182593791512,12
8,1,9,2.9599999999999995,0.0,1,3.396142090965858,5.698166322541107,12
9,1,10,2.8800000000000003,0.0,1,3.4183947976722227,5.703991693965021,12
10,1,11,3.9200000000000004,0.0,1,3.277092457439333,5.7093184680246525,12
11,1,12,5.119999999999998,0.0,1,3.097001697091383,5.714777634728488,12
12,1,13,6.27,0.0,1,2.910367080616536,5.720199385281831,12
13,1,14,7.079999999999999,0.0,1,2.749261351030286,5.725611584339185,12
14,1,15,7.240000000000001,0.0,1,2.6358471048621164,5.730707371258725,12
15,1,16,6.539999999999999,0.0,1,2.622358141877932,5.735437667878998,12
16,1,17,5.42,0.0,1,2.7043201501287557,5.739646836388469,12
17,1,18,4.860000000000002,0.0,1,2.8099875594977344,5.743265854324289,12
18,1,19,4.470000000000001,0.0,1,2.8951004340507858,5.746330483629009,12
19,1,20,4.089999999999999,0.0,1,2.9798952600724173,5.749400436063127,12
20,1,21,4.11,0.0,1,3.008477002593523,5.752697812901147,12
21,1,22,3.930000000000001,0.0,1,3.061342789683445,5.755852909939016,12
22,1,23,3.6299999999999994,0.0,1,3.130110701032034,5.758845441668872,12
23,1,24,3.6299999999999994,0.0,1,3.156520184816855,5.761805716317151,12
24,2,1,8.520000000000001,0.0,1,2.099501883849911,7.278078222739999,10
25,2,2,8.07,0.0,1,2.1715540225380514,7.283908775366222,10
26,2,3,7.6000000000000005,0.0,1,2.251061865273757,7.28932968947118,10
27,2,4,7.199999999999998,0.0,1,2.3248518062294177,7.294641678257491,10
28,2,5,6.959999999999999,0.0,1,2.378672472414731,7.2997011852558495,10
29,2,6,6.7299999999999995,0.0,1,2.431565344880362,7.304709563628902,10
30,2,7,6.519999999999998,0.0,1,2.481916157295056,7.3097712036081965,10
31,2,8,7.09,0.0,1,2.4210298717460743,7.314957518215705,10
32,2,9,7.610000000000001,0.0,1,2.3578681663978416,7.3201435288364625,10
33,2,10,8.520000000000001,0.0,1,2.228016621111108,7.325320874440503,10
34,2,11,9.140000000000002,0.0,1,2.1248299436199733,7.33074212268774,10
35,2,12,9.67,0.0,1,2.0296918765987697,7.336388329463491,10
36,2,13,9.810000000000002,0.0,1,1.9813904635193558,7.342195781914531,10
37,2,14,9.390000000000002,0.0,1,2.0182237564573,7.347830419092217,10
38,2,15,8.89,0.0,1,2.069993525839862,7.3534174171988225,10
39,2,16,8.46,0.0,1,2.1239461513471736,7.359396162706613,10
40,2,17,8.03,0.0,1,2.18938273728424,7.365606152936221,10
41,2,18,7.37,0.0,1,2.294949483511988,7.371458134532826,10
42,2,19,6.64,0.0,1,2.417265908607016,7.376740965924609,10
43,2,20,6.039999999999999,0.0,1,2.5278157035238715,7.381784927390492,10
44,2,21,5.299999999999998,0.0,1,2.6626320345721304,7.386591513817341,10
45,2,22,4.74,0.0,1,2.777266895014292,7.390909296474145,10
46,2,23,4.450000000000001,0.0,1,2.8559435310916736,7.394855521752811,10
47,2,24,3.9699999999999993,0.0,1,2.960590365379577,7.398611369220175,10
48,3,1,-0.9299999999999998,0.0,1,4.253872546410255,6.159041676727704,9
49,3,2,-1.04,0.0,1,4.292588461855264,6.158905553016986,9
50,3,3,-1.1100000000000005,0.0,1,4.324041929870754,6.1575447436325135,9
51,3,4,-1.3299999999999998,0.0,1,4.375034461046356,6.155771148935703,9
52,3,5,-1.27,0.0,1,4.38633421623131,6.153701438875375,9
53,3,6,-1.2199999999999998,0.0,1,4.395789629144856,6.151019744893581,9
54,3,7,-0.8999999999999998,0.0,1,4.364001617376783,6.148427415031153,9
55,3,8,-1.3,0.0,1,4.42916960384693,6.145085519227654,9
56,3,9,-1.4799999999999998,0.0,1,4.466996499194627,6.141146452264205,9
57,3,10,-1.1500000000000001,0.0,1,4.432631580569764,6.136952121873199,9
