,s,TimeStep,Dry_Bulb_Temperature,cool_load,dt,heat_load,tg,period_weight
0,1,1,12.67,0.0,1,1.6998332667040812,15.413621638391058,6
1,1,2,12.57,0.0,1,1.8272781888096779,15.40833177131381,6
2,1,3,12.460000000000003,0.0,1,1.9396082452928731,15.403642225064642,6
3,1,4,12.48,0.0,1,2.007444969899968,15.398710991267798,6
4,1,5,12.719999999999999,0.0,1,2.008162300142305,15.39321275979705,6
5,1,6,13.32,0.0,1,1.904762778479452,15.388040905778887,6
6,1,7,13.58,0.0,1,1.854266175371022,15.383017026604742,6
7,1,8,14.18,0.0,1,1.7016927269941649,15.378933830753434,6
8,1,9,15.19,0.0,1,1.4156400054998264,15.3749932914778,6
9,1,10,16.3,0.0,1,1.0609242440399396,15.371233600995849,6
10,1,11,16.37,0.0,1,0.9321879901036569,15.368286906630416,6
11,1,12,17.29,0.0,1,0.6066266608669,15.366593096670652,6
12,1,13,17.09,0.0,1,0.558692422329338,15.36668702916632,6
13,1,14,17.32,0.0,1,0.4404308086002562,15.367693661258722,6
14,1,15,16.73,0.0,1,0.5413988087879874,15.368067215293891,6
15,1,16,16.74,0.0,1,0.5375884750554284,15.368269147833232,6
16,1,17,16.33,0.0,1,0.6371266862597912,15.368793997575532,6
17,1,18,15.710000000000003,0.0,1,0.8021637443560274,15.368984748920166,6
18,1,19,14.75,0.0,1,1.0662966462707326,15.36845236129592,6
19,1,20,13.909999999999998,0.0,1,1.3284269563197983,15.36748224660218,6
20,1,21,13.289999999999997,0.0,1,1.555433357372172,15.365749316174233,6
21,1,22,12.89,0.0,1,1.7342257854980327,15.362600622744909,6
22,1,23,12.51,0.0,1,1.9040061856110184,15.358779859613453,6
23,1,24,12.11,0.0,1,2.0744759929471623,15.35426758958214,6
24,2,1,19.319999999999997,-0.04474198481938502,1,0.0,15.558335451691129,3
25,2,2,18.54,0.0,1,0.0,15.570440241472948,3
26,2,3,17.75,0.0,1,0.0,15.582945422460858,3
27,2,4,17.26,0.0,1,0.0,15.595546167753255,3
28,2,5,16.79,0.0,1,0.0,15.608251796293393,3
29,2,6,17.25,0.0,1,0.0,15.621023395410116,3
30,2,7,17.54,0.0,1,0.0,15.63354311896182,3
31,2,8,19.869999999999997,0.0,1,0.0,15.647440561384816,3
32,2,9,22.54,0.0,1,0.0,15.661783447156568,3
33,2,10,25.54,-0.9787904587925786,1,0.0,15.676180491699395,3
34,2,11,28.27,-1.9466116292309785,1,0.0,15.690801506555866,3
35,2,12,30.38,-2.777285454267696,1,0.0,15.705499610814968,3
36,2,13,32.22,-3.5213503794296543,1,0.0,15.720643588753923,3
37,2,14,33.49,-4.107795104173095,1,0.0,15.735609020445624,3
38,2,15,33.67,-4.398855101350326,1,0.0,15.750880402374298,3
39,2,16,29.98,-3.708957911946835,1,0.0,15.76684770779138,3
40,2,17,26.33,-2.8720750846090044,1,0.0,15.783215656166533,3
41,2,18,25.27,-2.52611686079211,1,0.0,15.799597874692768,3
42,2,19,23.54,-2.0040492157190863,1,0.0,15.815566495708252,3
43,2,20,22.39,-1.586632279362997,1,0.0,15.831786157722991,3
44,2,21,21.1,-1.1276223499394238,1,0.0,15.848108849186415,3
45,2,22,20.24,-0.7607084346397311,1,0.0,15.864475435167883,3
46,2,23,19.79,-0.4966185133804645,1,0.0,15.88043421887363,3
47,2,24,19.369999999999997,-0.25693034469512227,1,0.0,15.896555583846194,3
48,3,1,16.1,0.0,1,0.0,16.229726256017127,8
49,3,2,15.45,0.0,1,0.1343722146699399,16.23641802069902,8
50,3,3,15.13,0.0,1,0.4076781144545173,16.24357831368863,8
51,3,4,15.099999999999998,0.0,1,0.583040434321516,16.250975905480747,8
52,3,5,15.25,0.0,1,0.6833259128632967,16.25847094167202,8
53,3,6,15.340000000000002,0.0,1,0.7662311166151767,16.265832552786296,8
54,3,7,15.43,0.0,1,0.824542052588002,16.272797207032024,8
55,3,8,15.62,0.0,1,0.8324481105800567,16.279673306066417,8
56,3,9,15.900000000000002,0.0,1,0.7971953770140204,16.286663570427596,8
57,3,10,16.57,0.0,1,0.6474987971973777,16.294039709207766,8
58,3,11,17.53,0.0,1,0.3856651816667394,16.301561012273297,8
59,3,12,18.13,0.0,1,0.1897838007242303,16.308988076947497,8
60,3,13,18.729999999999997,0.0,1,0.0,16.316545391231642,8
61,3,14,19.38,0.0,1,0.0,16.32410024064896,8
62,3,15,18.88,0.0,1,0.0,16.33144643889328,8
63,3,16,18.76,0.0,1,0.0,16.338538620274225,8
64,3,17,18.21,0.0,1,0.0,16.345929918401264,8
65,3,18,17.8,0.0,1,0.0,16.353477293169128,8
66,3,19,16.91,0.0,1,0.23392312625590206,16.36026837956565,8
67,3,20,16.1,0.0,1,0.4866422288585492,16.366257238300097,8
68,3,21,15.44,0.0,1,0.7195554287334317,16.370926640777707,8
69,3,22,15.05,0.0,1,0.8941375780435602,16.374530347055135,8
70,3,23,14.840000000000002,0.0,1,1.0218698878883503,16.37775185399316,8
71,3,24,14.77,0.0,1,1.1074830654517591,16.37991048978641,8
72,4,1,20.83,-0.9704839960039481,1,0.0,16.79589359748215,1
73,4,2,20.38,-0.71078853085229,1,0.0,16.810536803023744,1
74,4,3,19.939999999999998,-0.4698864457456044,1,0.0,16.82667842933469,1
